订单id,服务名称,服务内容,商家名称,商家ID,所属地区,所属经营单元,商家类型,合作商品渠道,合作商品类型,订单状态,签约模式,佣金状态,佣金策略,抽佣模式,所属行业,服务时间,服务时长,跟进人UID,跟进人昵称,跟进人岗位名称,订单取消原因
7329408947805603840,平台代运营服务,代运营,许昌市魏都区凤小七餐饮店（个体工商户）,7305670319744747554,许昌市-魏都区,许昌1区（新）,总部账户,,,订单终止,普通模式,,商品自定义比例抽佣,固定抽佣,餐饮行业,2024-01-30 ~ 2025-01-25,362天,1590307081425995,许昌（凤）-李梦华,许昌总部运营岗,该订单因异常原因已被取消
7329405541099636746,平台代运营服务,代运营,朴先生韩式烤肉,7280753163982882870,许昌市-禹州市,许昌2区（新）,总部账户,,,订单终止,普通模式,,统一比例抽佣,固定抽佣,餐饮行业,2024-01-30 ~ 2025-01-01,338天,161006933772791,禹州（龙）-周进,禹州BD,超时系统自动解约
7329361563683833868,平台代运营服务,代运营,源丰银号,7329048536028383266,许昌市-魏都区,许昌1区（新）,总部账户,,,订单完成,区域服务模式,,统一比例抽佣,固定抽佣,综合-休娱行业,2024-01-30 ~ 2025-01-01,338天,1389428445036670,王战洋,操盘手,
7329124807864551435,平台代运营服务,代运营,奥研乒乓球俱乐部,7325630993757374475,许昌市-魏都区,许昌1区（新）,总部账户,,,订单完成,区域服务模式,,统一比例抽佣,固定抽佣,综合-LE行业,2024-01-29 ~ 2025-01-01,339天,1389428445036670,王战洋,操盘手,
7329117966904461347,平台代运营服务,代运营,许昌市魏都区伦军体育运动俱乐部,6827649099035183111,许昌市-魏都区,许昌1区（新）,总部账户,,,订单完成,普通模式,,商品自定义比例抽佣,固定抽佣,综合-LE行业,2024-01-29 ~ 2024-05-30,123天,1389428445036670,王战洋,操盘手,
7329101477872633919,平台代运营服务,代运营,禹州市嗨鲜亭斑鱼餐饮店,7119428455665502238,许昌市-禹州市,许昌2区（新）,总部账户,,,订单终止,普通模式,,商品自定义比例抽佣,固定抽佣,餐饮行业,2024-01-29 ~ 2025-01-24,362天,3028479177409486,禹州（龙）-田纪云,禹州运营岗,商户取消了本次合作
7328957711365638179,平台代运营服务,代运营,巷子炖锅,7328306976205621288,许昌市-魏都区,许昌1区（新）,总部账户,,,订单完成,区域服务模式,,统一比例抽佣,固定抽佣,餐饮行业,2024-01-29 ~ 2025-01-01,339天,3690439317919054,许昌（凤）-孟雪玲,许昌总部运营岗,
7328699139021293568,平台代运营服务,代运营,禹州市亚丹小吃店,7073311909159634944,许昌市-禹州市,许昌2区（新）,总部账户,,,订单终止,普通模式,,商品自定义比例抽佣,固定抽佣,餐饮行业,2024-01-28 ~ 2025-01-01,340天,2722834096868398,鄢陵（龙）-张帅兵,鄢陵BD,超时自动取消合作
7328348444103116839,平台代运营服务,代运营,郭先生炖锅老店(许州路分店),7328356614280153115,许昌市-建安区,许昌1区（新）,总部账户,,,订单终止,普通模式,,商品自定义比例抽佣,固定抽佣,餐饮行业,2024-01-27 ~ 2025-01-10,350天,1192310341384376,许昌（凤）-袁飞,许昌总部运营岗,服务商取消了本次合作
7328323922104485899,平台代运营服务,代运营,景橙?城市鲜果禹王宫店,7313064334970587151,许昌市-禹州市,许昌2区（新）,总部账户,,,订单终止,普通模式,,统一比例抽佣,固定抽佣,餐饮行业,2024-01-27 ~ 2024-12-31,340天,3569487383380235,禹州（龙）崔渊博,禹州BD,服务商取消了本次合作
7328312946047076352,平台代运营服务,代运营,谷神山水料理(万达广场店),7189243372513527819,许昌市-魏都区,许昌1区（新）,总部账户,,,订单终止,普通模式,,商品自定义比例抽佣,固定抽佣,餐饮行业,2024-01-27 ~ 2025-01-10,350天,1192310341384376,许昌（凤）-袁飞,许昌总部运营岗,服务商取消了本次合作
7327964125152167976,平台代运营服务,代运营,克明油泼面牛肉饺子,7166426408980318211,许昌市-魏都区,许昌1区（新）,总部账户,,,订单完成,区域服务模式,,统一比例抽佣,固定抽佣,餐饮行业,2024-01-26 ~ 2025-01-01,342天,3690439317919054,许昌（凤）-孟雪玲,许昌总部运营岗,
7327860256101140516,平台代运营服务,代运营,回马寨熟食铺,7327846224365733907,许昌市-禹州市,许昌2区（新）,总部账户,,,订单终止,普通模式,,商品自定义比例抽佣,固定抽佣,餐饮行业,2024-01-26 ~ 2025-01-01,342天,161006933772791,禹州（龙）-周进,禹州BD,超时自动取消合作
7327850668713150479,平台代运营服务,代运营,猛男卷饼王,7327856911406073865,许昌市-禹州市,许昌2区（新）,总部账户,,,订单完成,区域服务模式,,商品自定义比例抽佣,固定抽佣,餐饮行业,2024-01-26 ~ 2025-01-20,361天,3569487383380235,禹州（龙）崔渊博,禹州BD,
7327302322596366375,平台代运营服务,代运营,鹰城小马炸鸡长葛市兴街店,7324111372944410662,许昌市-长葛市,许昌1区（新）,总部账户,,,订单终止,普通模式,,统一比例抽佣,固定抽佣,餐饮行业,2024-01-25 ~ 2025-01-20,362天,1389428445036670,王战洋,操盘手,商户取消了本次合作
7327245690106169379,平台代运营服务,代运营,瀚海养生保健店,7308424385956677667,许昌市-禹州市,许昌2区（新）,总部账户,,,订单完成,区域服务模式,,商品自定义比例抽佣,固定抽佣,综合-休娱行业,2024-01-24 ~ 2025-01-20,363天,3569487383380235,禹州（龙）崔渊博,禹州BD,
7326476813709641755,平台代运营服务,代运营,清真壹加壹金汤豆捞,7324980722370873378,许昌市-禹州市,许昌2区（新）,总部账户,,,订单完成,区域服务模式,,统一比例抽佣,固定抽佣,餐饮行业,2024-01-22 ~ 2025-01-17,362天,3569487383380235,禹州（龙）崔渊博,禹州BD,
7326369918344759347,平台代运营服务,代运营,长葛市升升餐饮店,7229275675922794554,许昌市-长葛市,许昌1区（新）,总部账户,,,订单终止,普通模式,,统一比例抽佣,固定抽佣,餐饮行业,2024-01-22 ~ 2025-01-01,346天,3690439317919054,许昌（凤）-孟雪玲,许昌总部运营岗,商户取消了本次合作
7326101795356329995,平台代运营服务,代运营,禹州市阿钏手擀面馆,6849220869064034317,许昌市-禹州市,许昌2区（新）,总部账户,,,订单终止,普通模式,,统一比例抽佣,固定抽佣,餐饮行业,2024-01-21 ~ 2025-01-10,356天,161006933772791,禹州（龙）-周进,禹州BD,商户取消了本次合作
7325813637771102218,平台代运营服务,代运营,锅色天香·川渝火锅,7320440487763806245,许昌市-长葛市,许昌1区（新）,总部账户,,,订单终止,普通模式,,统一比例抽佣,固定抽佣,餐饮行业,2024-01-20 ~ 2025-01-18,365天,1389428445036670,王战洋,操盘手,商户取消了本次合作
7325694030959527988,平台代运营服务,代运营,亿卡魅洗脸吧,7267009412131194921,许昌市-魏都区,许昌1区（新）,总部账户,,,订单终止,普通模式,,统一比例抽佣,固定抽佣,综合-丽人行业,2024-01-20 ~ 2025-01-18,365天,7030138740922,禹州业务-孙帅兵,禹州运营岗,超时自动取消合作
7325663309947111443,平台代运营服务,代运营,天天见蛋糕,7324903652429137954,许昌市-魏都区,许昌1区（新）,总部账户,,,订单终止,普通模式,,统一比例抽佣,固定抽佣,餐饮行业,2024-01-20 ~ 2024-12-31,347天,1389428445036670,王战洋,操盘手,商户取消了本次合作
7325444442637535268,平台代运营服务,代运营,达人梦想城(万达广场店),7325369612105680908,许昌市-魏都区,许昌1区（新）,总部账户,,,订单终止,普通模式,,商品自定义比例抽佣,固定抽佣,综合-LE行业,2024-01-19 ~ 2025-01-17,365天,3690439317919054,许昌（凤）-孟雪玲,许昌总部运营岗,服务商取消了本次合作
7325260245990148115,平台代运营服务,代运营,重庆仓库老火锅,7234458179571025980,许昌市-禹州市,许昌2区（新）,总部账户,,,订单终止,普通模式,,统一比例抽佣,固定抽佣,餐饮行业,2024-01-19 ~ 2025-01-15,363天,3569487383380235,禹州（龙）崔渊博,禹州BD,服务商取消了本次合作
7324915134671964212,平台代运营服务,代运营,UU 台球俱乐部,7324919935523391523,许昌市-长葛市,许昌1区（新）,总部账户,,,订单终止,普通模式,,统一比例抽佣,固定抽佣,综合-LE行业,2024-01-18 ~ 2025-01-01,350天,1389428445036670,王战洋,操盘手,超时自动取消合作
7324894156189599794,平台代运营服务,代运营,许昌市东城区尝来顺餐饮店,7075673657149753359,许昌市-魏都区,许昌1区（新）,总部账户,,,订单终止,普通模式,,统一比例抽佣,固定抽佣,餐饮行业,2024-01-18 ~ 2024-12-31,349天,1389428445036670,王战洋,操盘手,商户取消了本次合作
7324683867347568649,平台代运营服务,代运营,长葛市陈静主题餐饮店（个体工商户）,7260417805135120440,许昌市-长葛市,许昌1区（新）,总部账户,,,订单终止,普通模式,,统一比例抽佣,固定抽佣,餐饮行业,2024-01-17 ~ 2025-01-10,360天,1389428445036670,王战洋,操盘手,服务商取消了本次合作
7324610483670304768,平台代运营服务,代运营,许昌市建安区叁禾养生馆（个体工商户）,7324227292438202378,许昌市-建安区,许昌1区（新）,总部账户,,,订单完成,区域服务模式,,统一比例抽佣,固定抽佣,综合-休娱行业,2024-01-17 ~ 2025-01-01,351天,3690439317919054,许昌（凤）-孟雪玲,许昌总部运营岗,
7324604359818971151,平台代运营服务,代运营,淘气堡,7324529694282352640,许昌市-建安区,许昌1区（新）,总部账户,,,订单终止,普通模式,,统一比例抽佣,固定抽佣,综合-LE行业,2024-01-17 ~ 2025-01-01,351天,3690439317919054,许昌（凤）-孟雪玲,许昌总部运营岗,超时自动取消合作
7324604380828157988,平台代运营服务,代运营,丁保青焖锅(镜湖花园店),7324585499425769499,许昌市-建安区,许昌1区（新）,总部账户,,,订单终止,普通模式,,统一比例抽佣,固定抽佣,餐饮行业,2024-01-17 ~ 2025-01-01,351天,3690439317919054,许昌（凤）-孟雪玲,许昌总部运营岗,商户取消了本次合作
7324303144552466473,平台代运营服务,代运营,康韵唐朝火锅酒馆,7314231801055021082,许昌市-魏都区,许昌1区（新）,总部账户,,,订单终止,普通模式,,商品自定义比例抽佣,固定抽佣,餐饮行业,2024-01-16 ~ 2024-12-31,351天,4358901025749068,许昌（凤）-马志菲,许昌总部运营岗,商户取消了本次合作
7324289880563959820,平台代运营服务,代运营,鑫源大酒店(解放路店),7255494529927972923,许昌市-建安区,许昌1区（新）,总部账户,,,订单终止,区域服务模式,,统一比例抽佣,固定抽佣,餐饮行业,2024-01-16 ~ 2025-01-01,352天,1389428445036670,王战洋,操盘手,服务商取消了本次合作
7324279136397625353,平台代运营服务,代运营,海家老砂锅旗舰店,7324286173956802597,许昌市-魏都区,许昌1区（新）,总部账户,,,订单终止,普通模式,,统一比例抽佣,固定抽佣,餐饮行业,2024-01-16 ~ 2024-12-31,351天,1389428445036670,王战洋,操盘手,超时自动取消合作
7324142619901429779,平台代运营服务,代运营,七彩虹亲子乐园(东商贸店),7184264543005050913,许昌市-禹州市,许昌2区（新）,总部账户,,,订单完成,区域服务模式,,商品自定义比例抽佣,固定抽佣,综合-LE行业,2024-01-16 ~ 2025-01-14,365天,2722834096868398,鄢陵（龙）-张帅兵,鄢陵BD,
7324122986200975400,平台代运营服务,代运营,郭氏宗正堂(裕华大街店),7278886480083159100,许昌市-禹州市,许昌2区（新）,总部账户,,,订单完成,区域服务模式,,统一比例抽佣,固定抽佣,综合-休娱行业,2024-01-16 ~ 2025-01-01,352天,161006933772791,禹州（龙）-周进,禹州BD,
7323964027376437260,平台代运营服务,代运营,遇见长安(建安大道店),7234389640048363553,许昌市-魏都区,许昌1区（新）,总部账户,,,订单完成,区域服务模式,,商品自定义比例抽佣,固定抽佣,餐饮行业,2024-01-15 ~ 2025-01-01,353天,3690439317919054,许昌（凤）-孟雪玲,许昌总部运营岗,
7323934328503683112,平台代运营服务,代运营,马叔叔炸鸡(尚集店),7323035890282924069,许昌市-建安区,许昌1区（新）,总部账户,,,订单完成,区域服务模式,,统一比例抽佣,固定抽佣,餐饮行业,2024-01-15 ~ 2025-01-01,353天,3690439317919054,许昌（凤）-孟雪玲,许昌总部运营岗,
7323863832491886603,平台代运营服务,代运营,中峰乐园亲子乐园,7322340867547596863,许昌市-禹州市,许昌2区（新）,总部账户,,,订单完成,区域服务模式,,商品自定义比例抽佣,固定抽佣,酒旅行业,2024-01-15 ~ 2025-01-02,354天,161006933772791,禹州（龙）-周进,禹州BD,
7323555054601324584,平台代运营服务,代运营,马叔叔炸鸡(尚集店),7323035890282924069,许昌市-建安区,许昌1区（新）,总部账户,,,订单取消,普通模式,,统一比例抽佣,固定抽佣,餐饮行业,2024-01-14 ~ 2025-01-01,354天,3690439317919054,许昌（凤）-孟雪玲,许昌总部运营岗,该订单已超过服务开始时间
7323515989092845587,平台代运营服务,代运营,许昌市建安区酷乐娱乐中心（个人独资）,7321620002451228683,许昌市-建安区,许昌1区（新）,总部账户,,,订单完成,区域服务模式,,统一比例抽佣,固定抽佣,综合-休娱行业,2024-01-14 ~ 2025-01-12,365天,1389428445036670,王战洋,操盘手,
7323410598987909156,平台代运营服务,代运营,禹州市嗨想玩休闲娱乐中心,7183868804198303781,许昌市-禹州市,许昌2区（新）,总部账户,,,订单终止,普通模式,,商品自定义比例抽佣,固定抽佣,综合-LE行业,2024-01-14 ~ 2025-01-10,363天,2722834096868398,鄢陵（龙）-张帅兵,鄢陵BD,超时系统自动解约
7323404721817438208,平台代运营服务,代运营,禹州市嗨想玩休闲娱乐中心,7183868804198303781,许昌市-禹州市,许昌2区（新）,总部账户,,,订单取消,普通模式,,统一比例抽佣,固定抽佣,综合-LE行业,2024-01-14 ~ 2025-01-02,355天,1389428445036670,王战洋,操盘手,商户拒绝了本次合作
7323398960100427802,平台代运营服务,代运营,衣乐洗衣先生干洗店,7323093338897254439,许昌市-襄城县,许昌2区（新）,总部账户,,,订单完成,区域服务模式,,商品自定义比例抽佣,固定抽佣,综合-LE行业,2024-01-14 ~ 2025-01-02,355天,1389428445036670,王战洋,操盘手,
7323032240689596443,平台代运营服务,代运营,鹤茗茶社,7302251317123090432,许昌市-魏都区,许昌1区（新）,总部账户,,,订单终止,普通模式,,统一比例抽佣,固定抽佣,综合-休娱行业,2024-01-13 ~ 2025-01-10,364天,1656277354421395,,,超时自动取消合作
7323023530575726592,平台代运营服务,代运营,重庆摊摊牛肉面,7318599606064203791,许昌市-魏都区,许昌1区（新）,总部账户,,,订单终止,普通模式,,统一比例抽佣,固定抽佣,餐饮行业,2024-01-13 ~ 2025-01-10,364天,1656277354421395,,,超时自动取消合作
7322794756650960896,平台代运营服务,代运营,重庆仓库老火锅(长葛店),7313804338554472498,许昌市-长葛市,许昌1区（新）,总部账户,,,订单完成,区域服务模式,,统一比例抽佣,固定抽佣,餐饮行业,2024-01-12 ~ 2025-01-09,364天,1389428445036670,王战洋,操盘手,
7322771234759116840,平台代运营服务,代运营,羊蝎子老店(许昌店),7317994677620180992,许昌市-建安区,许昌1区（新）,总部账户,,,订单终止,区域服务模式,,统一比例抽佣,固定抽佣,餐饮行业,2024-01-12 ~ 2025-01-06,361天,3690439317919054,许昌（凤）-孟雪玲,许昌总部运营岗,服务商取消了本次合作
7322768393516615715,平台代运营服务,代运营,欢喜花甲粉,7320180424028719140,许昌市-长葛市,许昌1区（新）,总部账户,,,订单完成,区域服务模式,,商品自定义比例抽佣,固定抽佣,餐饮行业,2024-01-12 ~ 2025-01-01,356天,1389428445036670,王战洋,操盘手,
7322757292519327779,平台代运营服务,代运营,丁保青焖锅(滨河路店),7265893057302628404,许昌市-禹州市,许昌2区（新）,总部账户,,,订单终止,普通模式,,统一比例抽佣,固定抽佣,餐饮行业,2024-01-12 ~ 2025-01-08,363天,3569487383380235,禹州（龙）崔渊博,禹州BD,超时自动取消合作
7322743200664897575,平台代运营服务,代运营,许昌市魏都区壹朵保健服务店,7322390730557622311,许昌市-魏都区,许昌1区（新）,总部账户,,,订单完成,区域服务模式,,商品自定义比例抽佣,固定抽佣,综合-休娱行业,2024-01-12 ~ 2025-01-10,365天,831680486585357,许昌（凤）-王博,许昌总部运营岗,
7322469978862061578,平台代运营服务,代运营,许昌市魏都区靓朵养生保健店,7237029670292572199,许昌市-魏都区,许昌1区（新）,总部账户,,,订单终止,普通模式,,商品自定义比例抽佣,固定抽佣,综合-休娱行业,2024-01-11 ~ 2025-01-09,365天,831680486585357,许昌（凤）-王博,许昌总部运营岗,商户取消了本次合作
7322407692374050870,平台代运营服务,代运营,卤味坊,7322376580863363107,许昌市-长葛市,许昌1区（新）,总部账户,,,订单终止,普通模式,,商品自定义比例抽佣,固定抽佣,餐饮行业,2024-01-11 ~ 2025-01-01,357天,1389428445036670,王战洋,操盘手,超时自动取消合作
7322407765937522738,平台代运营服务,代运营,双捷修脚,7321670722831517732,许昌市-魏都区,许昌1区（新）,总部账户,,,订单终止,普通模式,,商品自定义比例抽佣,固定抽佣,综合-休娱行业,2024-01-11 ~ 2025-01-09,365天,831680486585357,许昌（凤）-王博,许昌总部运营岗,商户取消了本次合作
7322404900510779392,平台代运营服务,代运营,甜园鲜果行,7322395284976175155,许昌市-长葛市,许昌1区（新）,总部账户,,,订单完成,普通模式,,商品自定义比例抽佣,固定抽佣,餐饮行业,2024-01-11 ~ 2024-05-01,112天,1389428445036670,王战洋,操盘手,
7322404457227241491,平台代运营服务,代运营,酒运达(长葛颖川路店),7173635749198989344,许昌市-长葛市,许昌1区（新）,总部账户,,,订单完成,区域服务模式,,商品自定义比例抽佣,固定抽佣,综合-进场零售行业,2024-01-11 ~ 2025-01-01,357天,1389428445036670,王战洋,操盘手,
7322403823161919538,平台代运营服务,代运营,宗记手工凉皮灵宝肉夹馍店,7322385596201044005,许昌市-长葛市,许昌1区（新）,总部账户,,,订单完成,普通模式,,商品自定义比例抽佣,固定抽佣,餐饮行业,2024-01-11 ~ 2024-05-01,112天,1389428445036670,王战洋,操盘手,
7322378526903814163,平台代运营服务,代运营,CEO美发沙龙,7239215399244400680,许昌市-禹州市,许昌2区（新）,总部账户,,,订单完成,区域服务模式,,商品自定义比例抽佣,固定抽佣,综合-丽人行业,2024-01-11 ~ 2025-01-02,358天,2722834096868398,鄢陵（龙）-张帅兵,鄢陵BD,
7322354560679938089,平台代运营服务,代运营,艾婆婆清真火锅(新天下店),7275960536032872508,许昌市-魏都区,许昌1区（新）,总部账户,,,订单终止,普通模式,,统一比例抽佣,固定抽佣,餐饮行业,2024-01-11 ~ 2025-01-01,357天,1389428445036670,王战洋,操盘手,超时自动取消合作
7322282297829607476,平台代运营服务,代运营,耳梦轩足道,7321977793012516927,许昌市-魏都区,许昌1区（新）,总部账户,,,订单终止,普通模式,,商品自定义比例抽佣,固定抽佣,综合-休娱行业,2024-01-11 ~ 2025-01-09,365天,831680486585357,许昌（凤）-王博,许昌总部运营岗,商户取消了本次合作
7322273351618725929,平台代运营服务,代运营,陈林烩面焖面(食品安全示范街店),7321978508859213836,许昌市-禹州市,许昌2区（新）,总部账户,,,订单完成,区域服务模式,,商品自定义比例抽佣,固定抽佣,餐饮行业,2024-01-11 ~ 2025-01-02,358天,3569487383380235,禹州（龙）崔渊博,禹州BD,
7322276974997735439,平台代运营服务,代运营,姐妹足疗养生馆,7321937644689852416,许昌市-禹州市,许昌2区（新）,总部账户,,,订单完成,区域服务模式,,商品自定义比例抽佣,固定抽佣,综合-休娱行业,2024-01-11 ~ 2025-01-02,358天,2722834096868398,鄢陵（龙）-张帅兵,鄢陵BD,
7322051134758389823,平台代运营服务,代运营,美妍世家大周老街店,7321945649690200118,许昌市-长葛市,许昌1区（新）,总部账户,,,订单完成,区域服务模式,,商品自定义比例抽佣,固定抽佣,综合-丽人行业,2024-01-10 ~ 2025-01-01,358天,1389428445036670,王战洋,操盘手,
7322047839232903207,平台代运营服务,代运营,海伦造型(市兴街店),7288912546545797175,许昌市-长葛市,许昌1区（新）,总部账户,,,订单完成,区域服务模式,,商品自定义比例抽佣,固定抽佣,综合-丽人行业,2024-01-10 ~ 2025-01-01,358天,1389428445036670,王战洋,操盘手,
7322038764892948514,平台代运营服务,代运营,豫康脊椎调理馆,7232103125971126272,许昌市-禹州市,许昌2区（新）,总部账户,,,订单完成,区域服务模式,,商品自定义比例抽佣,固定抽佣,综合-休娱行业,2024-01-10 ~ 2025-01-01,358天,3016700307183709,范萌珠,禹州BD,
7322028150530656267,平台代运营服务,代运营,董记黄焖鸡米饭,7321988469977253888,许昌市-禹州市,许昌2区（新）,总部账户,,,订单完成,区域服务模式,,商品自定义比例抽佣,固定抽佣,餐饮行业,2024-01-10 ~ 2025-01-06,363天,3569487383380235,禹州（龙）崔渊博,禹州BD,
7322020959753390095,平台代运营服务,代运营,悦梦轩足道(解放路店),7304529397929740327,许昌市-魏都区,许昌1区（新）,总部账户,,,订单完成,区域服务模式,,统一比例抽佣,固定抽佣,综合-休娱行业,2024-01-10 ~ 2024-12-31,357天,1389428445036670,王战洋,操盘手,
7322007584104843274,平台代运营服务,代运营,凯红推拿按摩(行政南路店),7321925177943296052,许昌市-禹州市,许昌2区（新）,总部账户,,,订单完成,区域服务模式,,商品自定义比例抽佣,固定抽佣,综合-休娱行业,2024-01-10 ~ 2025-01-06,363天,3569487383380235,禹州（龙）崔渊博,禹州BD,
7321976708952180790,平台代运营服务,代运营,多味奶油草莓采摘园,7167639841281148932,许昌市-魏都区,许昌1区（新）,总部账户,,,订单完成,区域服务模式,,统一比例抽佣,固定抽佣,综合-休娱行业,2024-01-10 ~ 2025-01-08,365天,3690439317919054,许昌（凤）-孟雪玲,许昌总部运营岗,
7321902433964640291,平台代运营服务,代运营,禹州市妙味轩大盘鸡店,7087489758435215360,许昌市-禹州市,许昌2区（新）,总部账户,,,订单终止,普通模式,,商品自定义比例抽佣,固定抽佣,餐饮行业,2024-01-10 ~ 2025-01-01,358天,3569487383380235,禹州（龙）崔渊博,禹州BD,超时自动取消合作
7321902821010917403,平台代运营服务,代运营,我的小目标酸菜鱼,7321658558394435623,许昌市-禹州市,许昌2区（新）,总部账户,,,订单完成,区域服务模式,,商品自定义比例抽佣,固定抽佣,餐饮行业,2024-01-10 ~ 2025-01-01,358天,3569487383380235,禹州（龙）崔渊博,禹州BD,
7321692544604211252,平台代运营服务,代运营,元恒本草生发乌发(帕拉帝奥店),7111226638771996686,许昌市-魏都区,许昌1区（新）,总部账户,,,订单终止,普通模式,,商品自定义比例抽佣,固定抽佣,综合-丽人行业,2024-01-09 ~ 2025-01-06,364天,3690439317919054,许昌（凤）-孟雪玲,许昌总部运营岗,超时自动取消合作
7321692912957409289,平台代运营服务,代运营,元恒本草生发乌发(许继大道店),7145294246596872223,许昌市-魏都区,许昌1区（新）,总部账户,,,订单完成,区域服务模式,,商品自定义比例抽佣,固定抽佣,综合-丽人行业,2024-01-09 ~ 2025-01-06,364天,3690439317919054,许昌（凤）-孟雪玲,许昌总部运营岗,
7321680540787247154,平台代运营服务,代运营,重庆麻辣串串香,7321611294803494931,许昌市-长葛市,许昌1区（新）,总部账户,,,订单完成,区域服务模式,,商品自定义比例抽佣,固定抽佣,餐饮行业,2024-01-09 ~ 2025-01-01,359天,1389428445036670,王战洋,操盘手,
7321646662668372018,平台代运营服务,代运营,双盈家美容,7233977323999987767,许昌市-禹州市,许昌2区（新）,总部账户,,,订单完成,区域服务模式,,商品自定义比例抽佣,固定抽佣,综合-丽人行业,2024-01-09 ~ 2025-01-01,359天,161006933772791,禹州（龙）-周进,禹州BD,
7321633124667115520,平台代运营服务,代运营,太和碳锅鱼,7321627874627160114,许昌市-禹州市,许昌2区（新）,总部账户,,,订单完成,区域服务模式,,商品自定义比例抽佣,固定抽佣,餐饮行业,2024-01-09 ~ 2025-01-05,363天,3569487383380235,禹州（龙）崔渊博,禹州BD,
7321628480427591715,平台代运营服务,代运营,喜来会火锅,7317249696672843811,许昌市-禹州市,许昌2区（新）,总部账户,,,订单完成,区域服务模式,,商品自定义比例抽佣,固定抽佣,餐饮行业,2024-01-09 ~ 2025-01-01,359天,161006933772791,禹州（龙）-周进,禹州BD,
7321565937449502754,平台代运营服务,代运营,红莲生鲜水饺馄饨,7232847265843382306,许昌市-魏都区,许昌1区（新）,总部账户,,,订单完成,区域服务模式,,统一比例抽佣,固定抽佣,餐饮行业,2024-01-09 ~ 2025-01-01,359天,3690439317919054,许昌（凤）-孟雪玲,许昌总部运营岗,
7321562940661532708,平台代运营服务,代运营,肖师傅家常菜,7321556284744927241,许昌市-禹州市,许昌2区（新）,总部账户,,,订单完成,区域服务模式,,商品自定义比例抽佣,固定抽佣,餐饮行业,2024-01-09 ~ 2025-01-05,363天,3569487383380235,禹州（龙）崔渊博,禹州BD,
7321387567562786850,平台代运营服务,代运营,鸭珍香热卤现捞,7320910039168878632,许昌市-禹州市,许昌2区（新）,总部账户,,,订单终止,普通模式,,商品自定义比例抽佣,固定抽佣,餐饮行业,2024-01-09 ~ 2025-01-05,363天,3569487383380235,禹州（龙）崔渊博,禹州BD,商户取消了本次合作
7320920212731611163,平台代运营服务,代运营,快乐童享(襄县一峰店),7288945260753848335,许昌市-襄城县,许昌2区（新）,总部账户,,,订单完成,区域服务模式,,统一比例抽佣,固定抽佣,综合-LE行业,2024-01-07 ~ 2025-01-01,361天,3690439317919054,许昌（凤）-孟雪玲,许昌总部运营岗,
7320918866207475763,平台代运营服务,代运营,珍珍蛋糕房,7320901607297419290,许昌市-禹州市,许昌2区（新）,总部账户,,,订单完成,区域服务模式,,商品自定义比例抽佣,固定抽佣,餐饮行业,2024-01-07 ~ 2025-01-01,361天,161006933772791,禹州（龙）-周进,禹州BD,
7320892783945599013,平台代运营服务,代运营,相约串串,7320522723308865572,许昌市-长葛市,许昌1区（新）,总部账户,,,订单完成,普通模式,,商品自定义比例抽佣,固定抽佣,餐饮行业,2024-01-07 ~ 2024-06-01,147天,1389428445036670,王战洋,操盘手,
7320846488359684096,平台代运营服务,代运营,豫州汽车租赁有限公司,7278569774089521193,许昌市-魏都区,许昌1区（新）,总部账户,,,订单完成,区域服务模式,,统一比例抽佣,固定抽佣,综合-LE行业,2024-01-07 ~ 2025-01-01,361天,3690439317919054,许昌（凤）-孟雪玲,许昌总部运营岗,
7320847146977871926,平台代运营服务,代运营,伴旅租车,7231894916350085152,许昌市-魏都区,许昌1区（新）,总部账户,,,订单终止,区域服务模式,,统一比例抽佣,固定抽佣,综合-LE行业,2024-01-07 ~ 2025-01-01,361天,3690439317919054,许昌（凤）-孟雪玲,许昌总部运营岗,商户取消了本次合作
7320805517755648050,平台代运营服务,代运营,开心土豆粉,7319763685411391522,许昌市-长葛市,许昌1区（新）,总部账户,,,订单完成,区域服务模式,,商品自定义比例抽佣,固定抽佣,餐饮行业,2024-01-07 ~ 2025-01-01,361天,1389428445036670,王战洋,操盘手,
7320647239419594762,平台代运营服务,代运营,禹州市杨豪餐饮店,7010571461807048719,许昌市-禹州市,许昌2区（新）,总部账户,,,订单取消,普通模式,,统一比例抽佣,固定抽佣,餐饮行业,2024-01-07 ~ 2025-01-05,365天,1389428445036670,王战洋,操盘手,该订单已超过服务开始时间
7320548610625112101,平台代运营服务,代运营,神后老街大排档铜锅涮肉,7301898713151866918,许昌市-禹州市,许昌2区（新）,总部账户,,,订单完成,区域服务模式,,统一比例抽佣,固定抽佣,餐饮行业,2024-01-06 ~ 2025-01-01,362天,161006933772791,禹州（龙）-周进,禹州BD,
7320543506441930778,平台代运营服务,代运营,很甜烘焙,7242931725938984995,许昌市-魏都区,许昌1区（新）,总部账户,,,订单终止,区域服务模式,,统一比例抽佣,固定抽佣,餐饮行业,2024-01-06 ~ 2024-12-31,361天,1389428445036670,王战洋,操盘手,超时自动取消合作
7320536022717286454,平台代运营服务,代运营,裕德租车(许昌店),7304881789690972210,,,总部账户,,,订单终止,普通模式,,统一比例抽佣,固定抽佣,综合-LE行业,2024-01-06 ~ 2025-01-01,362天,3690439317919054,许昌（凤）-孟雪玲,许昌总部运营岗,商户取消了本次合作
